title,view,price,score,like,college,url
코알못에서 웹서비스 런칭까지 : 제주 코딩 베이스캠프(Django 2.x),547,99000,4.5,,,https://www.inflearn.com/course/web_fullstack
예제로 배우는 스프링 입문 (개정판),11574,0,4.7,,,https://www.inflearn.com/course/spring_revised_edition
스프링 웹 MVC,1411,110000,4.9,,,https://www.inflearn.com/course/%EC%9B%B9-mvc
스프링 기반 REST API 개발,1613,99000,4.8,,,https://www.inflearn.com/course/spring_rest-api
Javascript ES6+ 제대로 알아보기 - 중급,352,49500,4.9,,,https://www.inflearn.com/course/es6-2
홍정모의 따라하며 배우는 C++,2525,77000,4.9,,,https://www.inflearn.com/course/following-c-plus
C# OpenCV 컴퓨터비전 입문 강좌,112,33000,4.8,,,https://www.inflearn.com/course/c-opencv
실습 UI 개발로 배워보는 순수 javascript 와 VueJS 개발,1223,44000,4.9,,,https://www.inflearn.com/course/%EC%88%9C%EC%88%98js-vuejs-%EA%B0%9C%EB%B0%9C-%EA%B0%95%EC%A2%8C
"프로그래밍, 데이터 과학을 위한 파이썬 입문",2030,33000,4.6,,,https://www.inflearn.com/course/python-%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9E%85%EB%AC%B8-%EA%B0%95%EC%A2%8C
javascript 로 데스크탑 앱을 - 일렉트론 기초 강좌,189,55000,4.9,,,https://www.inflearn.com/course/javascript-%EC%9D%BC%EB%A0%89%ED%8A%B8%EB%A1%A0-%EA%B0%95%EC%A2%8C
윤재성의 Kotlin 기반 안드로이드 앱 개발 Part2 - 메뉴와 4대 구성요소,5,66000,-1,,,https://www.inflearn.com/course/%EC%86%8C%ED%94%84%ED%8A%B8%EC%BA%A0%ED%8D%BC%EC%8A%A4-%EC%BD%94%ED%8B%80%EB%A6%B0-%EC%95%88%EB%93%9C%EB%A1%9C%EC%9D%B4%EB%93%9C-2
[리뉴얼] React로 NodeBird SNS 만들기,168,88000,4.7,,,https://www.inflearn.com/course/%EB%85%B8%EB%93%9C%EB%B2%84%EB%93%9C-%EB%A6%AC%EC%95%A1%ED%8A%B8-%EB%A6%AC%EB%89%B4%EC%96%BC
"서버 없이 쓰는 서버, 구글 Cloud Functions",3,55000,-1,,,https://www.inflearn.com/course/%EA%B5%AC%EA%B8%80-%ED%81%B4%EB%9D%BC%EC%9A%B0%EB%93%9C-%EC%84%9C%EB%B2%84%EB%A6%AC%EC%8A%A4-%EC%84%9C%EB%B2%84
유니티 프로그래머 현업자의 기본 스킬들,9,11000,-1,,,https://www.inflearn.com/course/%EC%9C%A0%EB%8B%88%ED%8B%B0-%EA%B2%8C%EC%9E%84%EA%B0%9C%EB%B0%9C-%ED%98%84%EC%97%85-%EC%8A%A4%ED%82%AC
"처음하는 파이썬 데이터 분석 [전처리, pandas, 시각화까지 전과정 기본 기술 쉽게 익히기]",142,55000,5.0,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D-%EC%A0%84%EC%B2%98%EB%A6%AC-%ED%8C%90%EB%8B%A4%EC%8A%A4-%EC%8B%9C%EA%B0%81%ED%99%94
MSSQL Server 2016 기반의 데이터베이스 입문에서 활용까지 Part.2,5,77000,-1,,,https://www.inflearn.com/course/mssql-%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B2%A0%EC%9D%B4%EC%8A%A4-%ED%8C%8C%ED%8A%B82
"파이썬 웹 개발(Flask, SQLAlchemy 이용)",14,22000,-1,,,https://www.inflearn.com/course/%ED%8C%8C%EC%9D%B4%EC%8D%AC-%EC%9B%B9%EA%B0%9C%EB%B0%9C-%ED%94%8C%EB%9D%BC%EC%8A%A4%ED%81%AC
플러터(flutter)로 앱만들기 고고 (입문),11,16500,-1,,,https://www.inflearn.com/course/%ED%94%8C%EB%9F%AC%ED%84%B0-%EC%95%B1%EA%B0%9C%EB%B0%9C-%EC%9E%85%EB%AC%B8
아무것도 모르고 시작하는 C#,7,19800,-1,,,https://www.inflearn.com/course/%EC%95%84%EB%AC%B4%EA%B2%83%EB%8F%84-%EB%AA%A8%EB%A5%B4%EA%B3%A0-%EC%8B%9C%EC%9E%91%ED%95%98%EB%8A%94-c%EC%83%B5
